period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end
YTD,05,Category Focus,Gun-Related,178,Wednesday,33,21,22,Evening Shift (14:00-21:59),85,18:00-23:59,83,2025-01-01,2026-01-01
YTD,05,Category Focus,Property Crime,2702,Wednesday,416,12,182,Evening Shift (14:00-21:59),1047,12:00-17:59,824,2025-01-01,2026-01-01
YTD,05,Category Focus,Larceny,804,Wednesday,129,12,77,Evening Shift (14:00-21:59),338,12:00-17:59,300,2025-01-01,2026-01-01
YTD,06,All,All,7966,Sunday,1161,12,464,Evening Shift (14:00-21:59),3316,12:00-17:59,2531,2025-01-01,2026-01-01
YTD,06,Crime Type,AGGRAVATED ASSAULT,800,Monday,125,18,55,Evening Shift (14:00-21:59),348,18:00-23:59,275,2025-01-01,2026-01-01
YTD,06,Crime Type,ARSON,55,Wednesday,10,23,7,Night Shift (22:00-05:59),28,00:00-05:59,20,2025-01-01,2026-01-01
YTD,06,Crime Type,ASSAULT,1890,Saturday,314,20,120,Evening Shift (14:00-21:59),754,12:00-17:59,570,2025-01-01,2026-01-01
YTD,06,Crime Type,BURGLARY,564,Monday,92,12,45,Evening Shift (14:00-21:59),245,12:00-17:59,201,2025-01-01,2026-01-01
YTD,06,Crime Type,DAMAGE TO PROPERTY,1036,Sunday,173,17,65,Evening Shift (14:00-21:59),404,18:00-23:59,309,2025-01-01,2026-01-01
YTD,06,Crime Type,DANGEROUS DRUGS,59,Thursday,17,12,8,Evening Shift (14:00-21:59),32,12:00-17:59,26,2025-01-01,2026-01-01
YTD,06,Crime Type,DISORDERLY CONDUCT,17,Sunday,5,0,4,Night Shift (22:00-05:59),8,00:00-05:59,8,2025-01-01,2026-01-01
YTD,06,Crime Type,EXTORTION,12,Wednesday,4,21,4,Evening Shift (14:00-21:59),9,18:00-23:59,6,2025-01-01,2026-01-01
YTD,06,Crime Type,FAMILY OFFENSE,101,Thursday,18,12,10,Evening Shift (14:00-21:59),50,12:00-17:59,38,2025-01-01,2026-01-01
YTD,06,Crime Type,FORGERY,14,Wednesday,5,17,2,Evening Shift (14:00-21:59),7,12:00-17:59,6,2025-01-01,2026-01-01
YTD,06,Crime Type,FRAUD,511,Tuesday,90,12,68,Evening Shift (14:00-21:59),224,12:00-17:59,255,2025-01-01,2026-01-01
YTD,06,Crime Type,HEALTH AND SAFETY,12,Thursday,6,14,2,Evening Shift (14:00-21:59),8,12:00-17:59,8,2025-01-01,2026-01-01
YTD,06,Crime Type,HOMICIDE,9,Friday,4,20,2,Evening Shift (14:00-21:59),5,18:00-23:59,5,2025-01-01,2026-01-01
YTD,06,Crime Type,INVASION OF PRIVACY -OTHER,12,Saturday,4,9,4,Day Shift (06:00-13:59),7,06:00-11:59,6,2025-01-01,2026-01-01
YTD,06,Crime Type,KIDNAPPING,22,Wednesday,5,15,4,Evening Shift (14:00-21:59),14,12:00-17:59,13,2025-01-01,2026-01-01
YTD,06,Crime Type,LARCENY,939,Monday,139,12,70,Evening Shift (14:00-21:59),410,12:00-17:59,345,2025-01-01,2026-01-01
YTD,06,Crime Type,MISCELLANEOUS,3,Wednesday,1,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2025-01-01,2026-01-01
YTD,06,Crime Type,OBSTRUCTING JUDICIARY,120,Friday,24,12,12,Evening Shift (14:00-21:59),56,12:00-17:59,43,2025-01-01,2026-01-01
YTD,06,Crime Type,OBSTRUCTING THE POLICE,191,Friday,34,20,20,Evening Shift (14:00-21:59),88,18:00-23:59,81,2025-01-01,2026-01-01
YTD,06,Crime Type,OTHER,31,Saturday,9,11,6,Day Shift (06:00-13:59),20,12:00-17:59,12,2025-01-01,2026-01-01
YTD,06,Crime Type,OUIL,36,Friday,10,0,8,Night Shift (22:00-05:59),20,18:00-23:59,14,2025-01-01,2026-01-01
YTD,06,Crime Type,ROBBERY,93,Sunday,25,22,12,Evening Shift (14:00-21:59),36,18:00-23:59,38,2025-01-01,2026-01-01
YTD,06,Crime Type,RUNAWAY,110,Monday,20,19,11,Evening Shift (14:00-21:59),58,18:00-23:59,39,2025-01-01,2026-01-01
YTD,06,Crime Type,SEX OFFENSES,51,Sunday,9,15,4,Evening Shift (14:00-21:59),19,12:00-17:59,17,2025-01-01,2026-01-01
YTD,06,Crime Type,SEXUAL ASSAULT,67,Wednesday,13,18,13,Evening Shift (14:00-21:59),27,18:00-23:59,21,2025-01-01,2026-01-01
YTD,06,Crime Type,SOLICITATION,1,Monday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2025-01-01,2026-01-01
YTD,06,Crime Type,STOLEN PROPERTY,228,Friday,42,14,20,Evening Shift (14:00-21:59),95,12:00-17:59,84,2025-01-01,2026-01-01
YTD,06,Crime Type,STOLEN VEHICLE,641,Tuesday,100,22,74,Night Shift (22:00-05:59),300,18:00-23:59,278,2025-01-01,2026-01-01
YTD,06,Crime Type,WEAPONS OFFENSES,341,Thursday,56,22,35,Evening Shift (14:00-21:59),151,18:00-23:59,152,2025-01-01,2026-01-01
YTD,06,Category Focus,Gun-Related,283,Thursday,46,22,31,Evening Shift (14:00-21:59),122,18:00-23:59,127,2025-01-01,2026-01-01
YTD,06,Category Focus,Property Crime,3408,Monday,520,12,198,Evening Shift (14:00-21:59),1385,12:00-17:59,1058,2025-01-01,2026-01-01
YTD,06,Category Focus,Larceny,939,Monday,139,12,70,Evening Shift (14:00-21:59),410,12:00-17:59,345,2025-01-01,2026-01-01
YTD,07,All,All,5383,Sunday,820,20,334,Evening Shift (14:00-21:59),2264,18:00-23:59,1742,2025-01-01,2026-01-01
YTD,07,Crime Type,AGGRAVATED ASSAULT,395,Sunday,79,23,31,Evening Shift (14:00-21:59),151,18:00-23:59,128,2025-01-01,2026-01-01
YTD,07,Crime Type,ARSON,27,Wednesday,6,3,3,Night Shift (22:00-05:59),14,00:00-05:59,11,2025-01-01,2026-01-01
YTD,07,Crime Type,ASSAULT,950,Saturday,164,0,60,Evening Shift (14:00-21:59),367,12:00-17:59,273,2025-01-01,2026-01-01
YTD,07,Crime Type,BURGLARY,248,Monday,47,19,18,Evening Shift (14:00-21:59),100,12:00-17:59,80,2025-01-01,2026-01-01
YTD,07,Crime Type,DAMAGE TO PROPERTY,778,Sunday,125,22,59,Evening Shift (14:00-21:59),330,18:00-23:59,288,2025-01-01,2026-01-01
YTD,07,Crime Type,DANGEROUS DRUGS,89,Thursday,21,21,8,Evening Shift (14:00-21:59),52,12:00-17:59,38,2025-01-01,2026-01-01
YTD,07,Crime Type,DISORDERLY CONDUCT,20,Sunday,6,3,3,Night Shift (22:00-05:59),9,18:00-23:59,9,2025-01-01,2026-01-01
YTD,07,Crime Type,EXTORTION,8,Friday,2,18,2,Day Shift (06:00-13:59),3,06:00-11:59,3,2025-01-01,2026-01-01
YTD,07,Crime Type,FAMILY OFFENSE,53,Friday,11,10,7,Day Shift (06:00-13:59),23,06:00-11:59,19,2025-01-01,2026-01-01
YTD,07,Crime Type,FORGERY,13,Saturday,4,23,3,Day Shift (06:00-13:59),6,18:00-23:59,5,2025-01-01,2026-01-01
YTD,07,Crime Type,FRAUD,476,Tuesday,76,12,45,Day Shift (06:00-13:59),194,12:00-17:59,194,2025-01-01,2026-01-01
YTD,07,Crime Type,HEALTH AND SAFETY,2,Sunday,2,0,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2025-01-01,2026-01-01
YTD,07,Crime Type,HOMICIDE,14,Tuesday,6,14,2,Evening Shift (14:00-21:59),8,12:00-17:59,5,2025-01-01,2026-01-01
YTD,07,Crime Type,INVASION OF PRIVACY -OTHER,20,Sunday,5,18,4,Evening Shift (14:00-21:59),11,18:00-23:59,12,2025-01-01,2026-01-01
YTD,07,Crime Type,JUSTIFIABLE HOMICIDE,3,Sunday,2,22,2,Night Shift (22:00-05:59),3,18:00-23:59,2,2025-01-01,2026-01-01
YTD,07,Crime Type,KIDNAPPING,6,Wednesday,2,20,2,Night Shift (22:00-05:59),3,18:00-23:59,3,2025-01-01,2026-01-01
YTD,07,Crime Type,LARCENY,1098,Sunday,181,15,79,Evening Shift (14:00-21:59),483,12:00-17:59,394,2025-01-01,2026-01-01
YTD,07,Crime Type,LIQUOR,1,Saturday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-01-01,2026-01-01
YTD,07,Crime Type,MISCELLANEOUS,10,Saturday,3,11,2,Evening Shift (14:00-21:59),6,12:00-17:59,5,2025-01-01,2026-01-01
YTD,07,Crime Type,OBSTRUCTING JUDICIARY,56,Friday,14,15,8,Evening Shift (14:00-21:59),31,12:00-17:59,21,2025-01-01,2026-01-01
YTD,07,Crime Type,OBSTRUCTING THE POLICE,107,Monday,25,20,12,Night Shift (22:00-05:59),48,18:00-23:59,43,2025-01-01,2026-01-01
YTD,07,Crime Type,OTHER,24,Tuesday,6,14,5,Evening Shift (14:00-21:59),17,12:00-17:59,14,2025-01-01,2026-01-01
YTD,07,Crime Type,OUIL,44,Tuesday,12,2,6,Night Shift (22:00-05:59),20,00:00-05:59,12,2025-01-01,2026-01-01
YTD,07,Crime Type,ROBBERY,66,Sunday,18,17,5,Night Shift (22:00-05:59),31,18:00-23:59,21,2025-01-01,2026-01-01
YTD,07,Crime Type,RUNAWAY,46,Friday,10,18,5,Evening Shift (14:00-21:59),28,18:00-23:59,20,2025-01-01,2026-01-01
YTD,07,Crime Type,SEX OFFENSES,39,Monday,8,13,5,Evening Shift (14:00-21:59),18,12:00-17:59,14,2025-01-01,2026-01-01
YTD,07,Crime Type,SEXUAL ASSAULT,36,Thursday,7,17,6,Night Shift (22:00-05:59),14,00:00-05:59,12,2025-01-01,2026-01-01
YTD,07,Crime Type,STOLEN PROPERTY,88,Tuesday,20,9,8,Day Shift (06:00-13:59),35,12:00-17:59,29,2025-01-01,2026-01-01
YTD,07,Crime Type,STOLEN VEHICLE,527,Sunday,84,20,49,Evening Shift (14:00-21:59),228,18:00-23:59,237,2025-01-01,2026-01-01
YTD,07,Crime Type,WEAPONS OFFENSES,139,Wednesday,23,23,14,Evening Shift (14:00-21:59),71,18:00-23:59,59,2025-01-01,2026-01-01
YTD,07,Category Focus,Gun-Related,116,Thursday,19,0,12,Evening Shift (14:00-21:59),58,18:00-23:59,49,2025-01-01,2026-01-01
YTD,07,Category Focus,Property Crime,2739,Sunday,431,20,187,Evening Shift (14:00-21:59),1176,18:00-23:59,951,2025-01-01,2026-01-01
YTD,07,Category Focus,Larceny,1098,Sunday,181,15,79,Evening Shift (14:00-21:59),483,12:00-17:59,394,2025-01-01,2026-01-01
YTD,08,All,All,9729,Friday,1428,0,641,Evening Shift (14:00-21:59),3863,18:00-23:59,2933,2025-01-01,2026-01-01
YTD,08,Crime Type,AGGRAVATED ASSAULT,980,Monday,169,22,62,Evening Shift (14:00-21:59),390,18:00-23:59,330,2025-01-01,2026-01-01
YTD,08,Crime Type,ARSON,56,Tuesday,14,0,6,Night Shift (22:00-05:59),32,00:00-05:59,27,2025-01-01,2026-01-01
YTD,08,Crime Type,ASSAULT,2010,Sunday,325,16,116,Evening Shift (14:00-21:59),798,12:00-17:59,624,2025-01-01,2026-01-01
YTD,08,Crime Type,BURGLARY,643,Tuesday,106,12,57,Evening Shift (14:00-21:59),247,12:00-17:59,231,2025-01-01,2026-01-01
YTD,08,Crime Type,DAMAGE TO PROPERTY,1224,Monday,205,0,89,Night Shift (22:00-05:59),474,18:00-23:59,353,2025-01-01,2026-01-01
YTD,08,Crime Type,DANGEROUS DRUGS,51,Wednesday,15,16,13,Evening Shift (14:00-21:59),33,12:00-17:59,33,2025-01-01,2026-01-01
YTD,08,Crime Type,DISORDERLY CONDUCT,20,Sunday,5,0,3,Night Shift (22:00-05:59),10,00:00-05:59,9,2025-01-01,2026-01-01
YTD,08,Crime Type,EXTORTION,12,Wednesday,4,12,3,Day Shift (06:00-13:59),5,12:00-17:59,5,2025-01-01,2026-01-01
YTD,08,Crime Type,FAMILY OFFENSE,127,Wednesday,23,8,11,Day Shift (06:00-13:59),52,12:00-17:59,44,2025-01-01,2026-01-01
YTD,08,Crime Type,FORGERY,18,Thursday,5,13,3,Night Shift (22:00-05:59),7,18:00-23:59,7,2025-01-01,2026-01-01
YTD,08,Crime Type,FRAUD,796,Friday,153,12,100,Day Shift (06:00-13:59),350,12:00-17:59,369,2025-01-01,2026-01-01
YTD,08,Crime Type,HEALTH AND SAFETY,9,Sunday,4,15,2,Evening Shift (14:00-21:59),5,12:00-17:59,7,2025-01-01,2026-01-01
YTD,08,Crime Type,HOMICIDE,32,Thursday,5,18,6,Night Shift (22:00-05:59),18,18:00-23:59,15,2025-01-01,2026-01-01
YTD,08,Crime Type,INVASION OF PRIVACY -OTHER,12,Monday,4,6,2,Evening Shift (14:00-21:59),6,12:00-17:59,5,2025-01-01,2026-01-01
YTD,08,Crime Type,JUSTIFIABLE HOMICIDE,2,Monday,1,4,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-01-01,2026-01-01
YTD,08,Crime Type,KIDNAPPING,20,Sunday,7,13,3,Evening Shift (14:00-21:59),7,18:00-23:59,8,2025-01-01,2026-01-01
YTD,08,Crime Type,LARCENY,1277,Sunday,204,12,112,Evening Shift (14:00-21:59),508,12:00-17:59,446,2025-01-01,2026-01-01
YTD,08,Crime Type,LIQUOR,3,Friday,1,20,1,Evening Shift (14:00-21:59),2,18:00-23:59,2,2025-01-01,2026-01-01
YTD,08,Crime Type,MISCELLANEOUS,15,Wednesday,4,0,5,Night Shift (22:00-05:59),8,12:00-17:59,5,2025-01-01,2026-01-01
YTD,08,Crime Type,OBSTRUCTING JUDICIARY,166,Wednesday,31,18,16,Evening Shift (14:00-21:59),78,12:00-17:59,53,2025-01-01,2026-01-01
YTD,08,Crime Type,OBSTRUCTING THE POLICE,188,Thursday,34,0,21,Night Shift (22:00-05:59),94,18:00-23:59,81,2025-01-01,2026-01-01
YTD,08,Crime Type,OTHER,24,Sunday,8,16,3,Evening Shift (14:00-21:59),14,12:00-17:59,11,2025-01-01,2026-01-01
YTD,08,Crime Type,OUIL,40,Thursday,10,16,6,Evening Shift (14:00-21:59),28,18:00-23:59,18,2025-01-01,2026-01-01
YTD,08,Crime Type,ROBBERY,127,Sunday,25,19,10,Evening Shift (14:00-21:59),62,18:00-23:59,43,2025-01-01,2026-01-01
YTD,08,Crime Type,RUNAWAY,159,Thursday,29,16,16,Evening Shift (14:00-21:59),82,12:00-17:59,50,2025-01-01,2026-01-01
YTD,08,Crime Type,SEX OFFENSES,56,Friday,12,20,7,Evening Shift (14:00-21:59),24,18:00-23:59,23,2025-01-01,2026-01-01
YTD,08,Crime Type,SEXUAL ASSAULT,55,Thursday,14,0,7,Night Shift (22:00-05:59),23,00:00-05:59,15,2025-01-01,2026-01-01
YTD,08,Crime Type,STOLEN PROPERTY,288,Tuesday,54,8,25,Evening Shift (14:00-21:59),112,12:00-17:59,98,2025-01-01,2026-01-01
YTD,08,Crime Type,STOLEN VEHICLE,881,Friday,145,23,102,Night Shift (22:00-05:59),417,18:00-23:59,385,2025-01-01,2026-01-01
YTD,08,Crime Type,WEAPONS OFFENSES,438,Wednesday,88,22,57,Evening Shift (14:00-21:59),205,18:00-23:59,240,2025-01-01,2026-01-01
YTD,08,Category Focus,Gun-Related,372,Wednesday,73,22,46,Evening Shift (14:00-21:59),178,18:00-23:59,209,2025-01-01,2026-01-01
YTD,08,Category Focus,Property Crime,4313,Sunday,644,0,287,Evening Shift (14:00-21:59),1617,18:00-23:59,1310,2025-01-01,2026-01-01
YTD,08,Category Focus,Larceny,1277,Sunday,204,12,112,Evening Shift (14:00-21:59),508,12:00-17:59,446,2025-01-01,2026-01-01
YTD,09,All,All,10229,Friday,1527,16,639,Evening Shift (14:00-21:59),4258,18:00-23:59,3182,2025-01-01,2026-01-01
YTD,09,Crime Type,AGGRAVATED ASSAULT,1067,Sunday,206,22,73,Evening Shift (14:00-21:59),439,18:00-23:59,372,2025-01-01,2026-01-01
YTD,09,Crime Type,ARSON,79,Monday,15,4,8,Night Shift (22:00-05:59),40,00:00-05:59,34,2025-01-01,2026-01-01
YTD,09,Crime Type,ASSAULT,2061,Sunday,333,16,123,Evening Shift (14:00-21:59),858,12:00-17:59,610,2025-01-01,2026-01-01
YTD,09,Crime Type,BURGLARY,829,Tuesday,144,16,66,Evening Shift (14:00-21:59),352,12:00-17:59,303,2025-01-01,2026-01-01
YTD,09,Crime Type,DAMAGE TO PROPERTY,1236,Wednesday,193,21,72,Evening Shift (14:00-21:59),473,18:00-23:59,368,2025-01-01,2026-01-01
YTD,09,Crime Type,DANGEROUS DRUGS,193,Tuesday,41,17,21,Evening Shift (14:00-21:59),100,12:00-17:59,105,2025-01-01,2026-01-01
YTD,09,Crime Type,DISORDERLY CONDUCT,13,Monday,3,0,3,Night Shift (22:00-05:59),8,00:00-05:59,7,2025-01-01,2026-01-01
YTD,09,Crime Type,EXTORTION,8,Thursday,3,15,3,Evening Shift (14:00-21:59),6,12:00-17:59,6,2025-01-01,2026-01-01
YTD,09,Crime Type,FAMILY OFFENSE,120,Tuesday,22,17,13,Evening Shift (14:00-21:59),63,12:00-17:59,53,2025-01-01,2026-01-01
YTD,09,Crime Type,FORGERY,15,Monday,5,16,2,Evening Shift (14:00-21:59),8,12:00-17:59,9,2025-01-01,2026-01-01
YTD,09,Crime Type,FRAUD,605,Friday,119,12,82,Evening Shift (14:00-21:59),268,12:00-17:59,293,2025-01-01,2026-01-01
YTD,09,Crime Type,HEALTH AND SAFETY,7,Wednesday,4,14,3,Evening Shift (14:00-21:59),7,12:00-17:59,6,2025-01-01,2026-01-01
YTD,09,Crime Type,HOMICIDE,34,Thursday,7,17,5,Evening Shift (14:00-21:59),16,12:00-17:59,12,2025-01-01,2026-01-01
YTD,09,Crime Type,INVASION OF PRIVACY -OTHER,6,Tuesday,2,10,2,Day Shift (06:00-13:59),3,12:00-17:59,3,2025-01-01,2026-01-01
YTD,09,Crime Type,JUSTIFIABLE HOMICIDE,3,Tuesday,1,22,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2025-01-01,2026-01-01
YTD,09,Crime Type,KIDNAPPING,28,Friday,9,21,4,Evening Shift (14:00-21:59),11,18:00-23:59,8,2025-01-01,2026-01-01
YTD,09,Crime Type,LARCENY,1124,Friday,170,12,95,Evening Shift (14:00-21:59),482,12:00-17:59,421,2025-01-01,2026-01-01
YTD,09,Crime Type,MISCELLANEOUS,6,Thursday,4,12,2,Day Shift (06:00-13:59),3,12:00-17:59,3,2025-01-01,2026-01-01
YTD,09,Crime Type,OBSTRUCTING JUDICIARY,92,Wednesday,18,16,12,Evening Shift (14:00-21:59),47,12:00-17:59,32,2025-01-01,2026-01-01
YTD,09,Crime Type,OBSTRUCTING THE POLICE,253,Saturday,49,0,33,Night Shift (22:00-05:59),132,18:00-23:59,97,2025-01-01,2026-01-01
YTD,09,Crime Type,OTHER,18,Wednesday,5,14,3,Evening Shift (14:00-21:59),8,00:00-05:59,6,2025-01-01,2026-01-01
YTD,09,Crime Type,OUIL,56,Monday,18,19,12,Evening Shift (14:00-21:59),26,18:00-23:59,26,2025-01-01,2026-01-01
YTD,09,Crime Type,ROBBERY,135,Tuesday,23,16,12,Evening Shift (14:00-21:59),59,18:00-23:59,45,2025-01-01,2026-01-01
YTD,09,Crime Type,RUNAWAY,152,Friday,31,17,16,Evening Shift (14:00-21:59),73,18:00-23:59,53,2025-01-01,2026-01-01
YTD,09,Crime Type,SEX OFFENSES,154,Friday,73,22,27,Evening Shift (14:00-21:59),92,18:00-23:59,107,2025-01-01,2026-01-01
YTD,09,Crime Type,SEXUAL ASSAULT,73,Saturday,17,17,6,Night Shift (22:00-05:59),27,00:00-05:59,22,2025-01-01,2026-01-01
YTD,09,Crime Type,SOLICITATION,10,Friday,5,16,3,Evening Shift (14:00-21:59),6,18:00-23:59,5,2025-01-01,2026-01-01
YTD,09,Crime Type,STOLEN PROPERTY,444,Thursday,84,11,37,Day Shift (06:00-13:59),193,12:00-17:59,159,2025-01-01,2026-01-01
YTD,09,Crime Type,STOLEN VEHICLE,904,Thursday,152,22,82,Night Shift (22:00-05:59),432,18:00-23:59,364,2025-01-01,2026-01-01
YTD,09,Crime Type,WEAPONS OFFENSES,504,Saturday,88,21,61,Evening Shift (14:00-21:59),226,18:00-23:59,225,2025-01-01,2026-01-01
YTD,09,Category Focus,Gun-Related,410,Saturday,68,21,51,Night Shift (22:00-05:59),189,18:00-23:59,188,2025-01-01,2026-01-01
YTD,09,Category Focus,Property Crime,4537,Thursday,698,12,263,Evening Shift (14:00-21:59),1790,18:00-23:59,1357,2025-01-01,2026-01-01
YTD,09,Category Focus,Larceny,1124,Friday,170,12,95,Evening Shift (14:00-21:59),482,12:00-17:59,421,2025-01-01,2026-01-01
YTD,0W,All,All,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-01-01,2026-01-01
YTD,0W,Crime Type,FRAUD,1,Wednesday,1,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2025-01-01,2026-01-01
YTD,10,All,All,7476,Friday,1111,12,456,Evening Shift (14:00-21:59),3130,12:00-17:59,2374,2025-01-01,2026-01-01
YTD,10,Crime Type,AGGRAVATED ASSAULT,773,Tuesday,126,18,49,Evening Shift (14:00-21:59),332,18:00-23:59,257,2025-01-01,2026-01-01
YTD,10,Crime Type,ARSON,49,Tuesday,12,7,4,Night Shift (22:00-05:59),20,18:00-23:59,16,2025-01-01,2026-01-01
YTD,10,Crime Type,ASSAULT,1606,Saturday,248,15,113,Evening Shift (14:00-21:59),693,12:00-17:59,526,2025-01-01,2026-01-01
YTD,10,Crime Type,BURGLARY,555,Monday,100,17,39,Evening Shift (14:00-21:59),241,12:00-17:59,214,2025-01-01,2026-01-01
YTD,10,Crime Type,DAMAGE TO PROPERTY,970,Sunday,157,21,57,Evening Shift (14:00-21:59),373,18:00-23:59,298,2025-01-01,2026-01-01
YTD,10,Crime Type,DANGEROUS DRUGS,83,Wednesday,26,0,10,Evening Shift (14:00-21:59),38,18:00-23:59,32,2025-01-01,2026-01-01
YTD,10,Crime Type,DISORDERLY CONDUCT,18,Thursday,4,19,4,Evening Shift (14:00-21:59),10,18:00-23:59,7,2025-01-01,2026-01-01
YTD,10,Crime Type,EXTORTION,10,Tuesday,4,8,3,Evening Shift (14:00-21:59),5,18:00-23:59,5,2025-01-01,2026-01-01
YTD,10,Crime Type,FAMILY OFFENSE,107,Monday,20,18,9,Evening Shift (14:00-21:59),55,12:00-17:59,39,2025-01-01,2026-01-01
YTD,10,Crime Type,FORGERY,17,Thursday,4,12,4,Day Shift (06:00-13:59),9,12:00-17:59,10,2025-01-01,2026-01-01
YTD,10,Crime Type,FRAUD,674,Wednesday,112,12,96,Day Shift (06:00-13:59),298,12:00-17:59,298,2025-01-01,2026-01-01
YTD,10,Crime Type,GAMBLING,1,Thursday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2025-01-01,2026-01-01
YTD,10,Crime Type,HEALTH AND SAFETY,17,Friday,8,21,7,Evening Shift (14:00-21:59),9,18:00-23:59,14,2025-01-01,2026-01-01
YTD,10,Crime Type,HOMICIDE,17,Saturday,6,4,3,Night Shift (22:00-05:59),7,00:00-05:59,6,2025-01-01,2026-01-01
YTD,10,Crime Type,INVASION OF PRIVACY -OTHER,22,Saturday,4,17,5,Evening Shift (14:00-21:59),12,12:00-17:59,9,2025-01-01,2026-01-01
YTD,10,Crime Type,JUSTIFIABLE HOMICIDE,1,Monday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2025-01-01,2026-01-01
YTD,10,Crime Type,KIDNAPPING,19,Thursday,7,2,3,Day Shift (06:00-13:59),10,06:00-11:59,8,2025-01-01,2026-01-01
YTD,10,Crime Type,LARCENY,1065,Friday,181,12,77,Evening Shift (14:00-21:59),426,12:00-17:59,369,2025-01-01,2026-01-01
YTD,10,Crime Type,LIQUOR,3,Friday,2,21,2,Evening Shift (14:00-21:59),2,18:00-23:59,3,2025-01-01,2026-01-01
YTD,10,Crime Type,MISCELLANEOUS,7,Sunday,2,12,3,Day Shift (06:00-13:59),5,12:00-17:59,6,2025-01-01,2026-01-01
YTD,10,Crime Type,OBSTRUCTING JUDICIARY,85,Wednesday,14,19,8,Evening Shift (14:00-21:59),35,18:00-23:59,31,2025-01-01,2026-01-01
YTD,10,Crime Type,OBSTRUCTING THE POLICE,124,Thursday,23,20,15,Evening Shift (14:00-21:59),64,18:00-23:59,51,2025-01-01,2026-01-01
YTD,10,Crime Type,OTHER,25,Thursday,8,13,4,Evening Shift (14:00-21:59),14,12:00-17:59,12,2025-01-01,2026-01-01
YTD,10,Crime Type,OUIL,64,Saturday,12,21,10,Evening Shift (14:00-21:59),36,18:00-23:59,28,2025-01-01,2026-01-01
YTD,10,Crime Type,ROBBERY,119,Sunday,31,23,11,Night Shift (22:00-05:59),51,18:00-23:59,39,2025-01-01,2026-01-01
YTD,10,Crime Type,RUNAWAY,86,Wednesday,15,15,11,Evening Shift (14:00-21:59),47,12:00-17:59,37,2025-01-01,2026-01-01
YTD,10,Crime Type,SEX OFFENSES,58,Thursday,12,23,6,Night Shift (22:00-05:59),20,18:00-23:59,16,2025-01-01,2026-01-01
YTD,10,Crime Type,SEXUAL ASSAULT,57,Saturday,10,1,7,Night Shift (22:00-05:59),25,00:00-05:59,21,2025-01-01,2026-01-01
YTD,10,Crime Type,STOLEN PROPERTY,151,Friday,31,15,13,Evening Shift (14:00-21:59),71,12:00-17:59,60,2025-01-01,2026-01-01
YTD,10,Crime Type,STOLEN VEHICLE,454,Monday,78,22,46,Night Shift (22:00-05:59),189,18:00-23:59,191,2025-01-01,2026-01-01
YTD,10,Crime Type,WEAPONS OFFENSES,239,Thursday,50,22,31,Evening Shift (14:00-21:59),115,18:00-23:59,130,2025-01-01,2026-01-01
YTD,10,Category Focus,Gun-Related,204,Thursday,47,22,28,Evening Shift (14:00-21:59),98,18:00-23:59,109,2025-01-01,2026-01-01
YTD,10,Category Focus,Property Crime,3195,Friday,505,22,190,Evening Shift (14:00-21:59),1282,12:00-17:59,987,2025-01-01,2026-01-01
YTD,10,Category Focus,Larceny,1065,Friday,181,12,77,Evening Shift (14:00-21:59),426,12:00-17:59,369,2025-01-01,2026-01-01
YTD,11,All,All,6376,Sunday,959,0,377,Evening Shift (14:00-21:59),2604,12:00-17:59,1935,2025-01-01,2026-01-01
YTD,11,Crime Type,AGGRAVATED ASSAULT,695,Sunday,117,0,52,Evening Shift (14:00-21:59),275,18:00-23:59,232,2025-01-01,2026-01-01
YTD,11,Crime Type,ARSON,45,Monday,8,4,7,Night Shift (22:00-05:59),24,00:00-05:59,22,2025-01-01,2026-01-01
YTD,11,Crime Type,ASSAULT,1406,Sunday,246,19,81,Evening Shift (14:00-21:59),586,18:00-23:59,441,2025-01-01,2026-01-01
YTD,11,Crime Type,BURGLARY,368,Monday,61,12,35,Evening Shift (14:00-21:59),138,12:00-17:59,139,2025-01-01,2026-01-01
YTD,11,Crime Type,DAMAGE TO PROPERTY,856,Sunday,130,0,49,Evening Shift (14:00-21:59),306,18:00-23:59,240,2025-01-01,2026-01-01
YTD,11,Crime Type,DANGEROUS DRUGS,132,Tuesday,30,15,17,Evening Shift (14:00-21:59),79,12:00-17:59,63,2025-01-01,2026-01-01
YTD,11,Crime Type,DISORDERLY CONDUCT,25,Wednesday,8,2,5,Night Shift (22:00-05:59),12,00:00-05:59,11,2025-01-01,2026-01-01
YTD,11,Crime Type,EXTORTION,10,Friday,3,15,2,Evening Shift (14:00-21:59),5,18:00-23:59,4,2025-01-01,2026-01-01
