h3_cell,previous_28d,current_28d,hotspot_status,change_28d,pct_change_28d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,latitude,longitude,neighborhood,nearest_intersection
882ab2c53dfffff,14,15,Emerging Hotspot,1,7.14,16.5,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.364597989538,-83.0938448650044,LaSalle Gardens,W Grand Blvd & Hanover St
882ab2ce51fffff,41,30,Persistent Hotspot,-11,-26.83,40.5,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2ce55fffff,23,20,Persistent Hotspot,-3,-13.04,27.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3924332084077,-83.1397130917558,Oakman Blvd Community,Kendall St & Livernois Ave
882ab2ce57fffff,21,19,Persistent Hotspot,-2,-9.52,25.65,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3859734201848,-83.1339608753184,Russell Woods,Petoskey Ave & W Davison St
882ab2c527fffff,28,18,Persistent Hotspot,-10,-35.71,24.3,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3687090022666,-83.1138186796188,Jamison,Atkinson St & Dexter Ave
882ab2c567fffff,22,16,Persistent Hotspot,-6,-27.27,21.6,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.38823565823665,-83.10464187753101,Dexter-Linwood,Woodrow Wilson St & Elmhurst St
882ab2ce1dfffff,20,15,Persistent Hotspot,-5,-25.0,20.25,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3782867594345,-83.1403815338275,Oakman Blvd Community,Cortland St & Ewald Cir
882ab2ce53fffff,26,14,Declining Hotspot,-12,-46.15,14.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.385027958062,-83.12032786618616,Dexter-Linwood,Richton St & Linwood St
882ab2ce0bfffff,19,13,Declining Hotspot,-6,-31.58,13.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3864830288736,-83.14163828555306,Oakman Blvd Community,Ewald Cir & W Davison St
882ab2ce13fffff,20,13,Declining Hotspot,-7,-35.0,13.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3626085651066,-83.1330107647866,Midwest,Northfield St & Joy Rd
882ab2c529fffff,20,12,Declining Hotspot,-8,-40.0,12.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.38104713800355,-83.098032597983,Boston Edison,W Boston Blvd & N M 10 Service Drive
882ab2ce59fffff,19,12,Declining Hotspot,-7,-36.84,12.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3957041475136,-83.119676552736,Oakman Blvd Community,W Grand St & La Salle Blvd
882ab2ce11fffff,19,9,Declining Hotspot,-10,-52.63,9.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3701028259959,-83.1375400682051,Nardin Park,Belleterre St & Burlingame St
882ab2c507fffff,19,8,Declining Hotspot,-11,-57.89,8.0,10,All,All,19,15,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3697335528948,-83.08170174424,Virginia Park Community,W Grand Blvd & Lincoln St
882ab2c76bfffff,8,15,Emerging Hotspot,7,87.5,25.5,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.438658991326,-83.0306180858354,Nortown,E Lantz St & Sherwood St
882ab2c761fffff,12,17,Emerging Hotspot,5,41.67,24.5,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4384549401626,-83.04371480168,Farwell,E Lantz St & Mound Rd
882ab2c08bfffff,6,13,Emerging Hotspot,7,116.67,23.5,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4303637318254,-83.0904361529573,Hawthorne Park,Russell St & E 7 Mile Rd
882ab2c0dbfffff,15,26,Persistent Hotspot,11,73.33,51.6,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331387024329,-83.0622209405383,Farwell,Ryan Rd & E 7 Mile Rd
882ab2c0d5fffff,13,17,Persistent Hotspot,4,30.77,28.95,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4353407920037,-83.08535721004054,Nolan,Riopelle St & Emery St
882ab2c747fffff,18,19,Persistent Hotspot,1,5.56,27.15,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4340962002179,-83.0209419277825,Nortown,Van Dyke St & E 7 Mile Rd
882ab2c0d7fffff,17,17,Persistent Hotspot,0,0.0,22.95,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c767fffff,13,14,Persistent Hotspot,1,7.69,20.4,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4298909698503,-83.0501692139325,Krainz Woods,Healy St & E Hildale St
882ab2c0d1fffff,19,14,Persistent Hotspot,-5,-26.32,18.9,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4355909483518,-83.0735405934336,Pershing,Charest St & E Lantz St
882ab2c0d9fffff,17,13,Persistent Hotspot,-4,-23.53,17.55,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4421826971557,-83.0651253343558,Farwell,Cordova St & Dean St
882ab2c70dfffff,14,13,Persistent Hotspot,-1,-7.14,17.55,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4310682433344,-83.0274669652189,Grant,E Robinwood St & Packard St
882ab2c745fffff,23,13,Persistent Hotspot,-10,-43.48,17.55,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4436061204028,-83.0246669703729,Sherwood,Milbank St & Spencer St
882ab2c765fffff,13,9,Declining Hotspot,-4,-30.77,9.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.438224642992,-83.05449732164055,Farwell,Moenart St & E Outer Dr
882ab2c0d3fffff,13,7,Declining Hotspot,-6,-46.15,7.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4258382422936,-83.0685993556559,Northeast Central District,Conant St & E Nevada St
882ab2c0ddfffff,17,7,Declining Hotspot,-10,-58.82,7.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4425478145773,-83.0763451898483,Butler,Harned St & E Outer Dr
882ab2c741fffff,14,6,Declining Hotspot,-8,-57.14,6.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4389543556089,-83.0156846967228,Nortown,Yolanda St & E Outer Dr
882ab2c723fffff,13,5,Declining Hotspot,-8,-61.54,5.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4093829073195,-83.04529007973085,Buffalo Charles,Alpena St & Alpena Ave
882ab2c091fffff,15,3,Declining Hotspot,-12,-80.0,3.0,11,All,All,13,13,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4182522924941,-83.0859121149747,North Campau,Riopelle St & E McNichols Rd
882ab2ce6bfffff,10,20,Emerging Hotspot,10,100.0,35.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4025284332423,-83.1651004313549,Bethune Community,Fenkell St & Wyoming St
882ab2c199fffff,13,21,Emerging Hotspot,8,61.54,33.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.432272052104295,-83.160486007446,Bagley,Washburn St & W 7 Mile Rd
882ab2ce41fffff,14,21,Emerging Hotspot,7,50.0,31.5,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4075473870695,-83.1461042788721,Fitzgerald/Marygrove,Monica St & Keeler Ave
882ab2c1d3fffff,11,19,Emerging Hotspot,8,72.73,31.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.436933621782046,-83.1507772485498,Oak Grove District 2,Roselawn St & W Outer Dr
882ab2c19bfffff,9,17,Emerging Hotspot,8,88.89,29.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242861135931,-83.15337759519235,Bagley,Thatcher St & Indiana St
882ab2ce4dfffff,28,18,Persistent Hotspot,-10,-35.71,24.3,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41713248022035,-83.1491035149803,Bagley,San Juan Dr & W McNichols Rd
882ab2ce69fffff,26,18,Persistent Hotspot,-8,-30.77,24.3,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41199469544685,-83.1698402050922,Fitzgerald/Marygrove,Florence St & Mendota St
882ab2c193fffff,18,17,Persistent Hotspot,-1,-5.56,22.95,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4169437403662,-83.1603122492298,Schulze,W McNichols Rd & Wyoming St
882ab2c1bbfffff,17,17,Persistent Hotspot,0,0.0,22.95,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4201758426176,-83.182342101538,Winship,Lesure St & W Outer Dr
882ab2c191fffff,18,16,Persistent Hotspot,-2,-11.11,21.6,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242003517172,-83.1649535659357,Schulze,Margareta St & Manor St
882ab2c1b9fffff,18,16,Persistent Hotspot,-2,-11.11,21.6,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4273222133839,-83.18755904420081,Winship,Margareta St & Mark Twain St
882ab2ce49fffff,19,15,Declining Hotspot,-4,-21.05,15.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41475945047815,-83.1417270778599,Fitzgerald/Marygrove,Stoepel St & Florence St
882ab2ce45fffff,20,14,Declining Hotspot,-6,-30.0,14.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40973788804895,-83.1573322674889,Fitzgerald/Marygrove,Puritan St & Northlawn St
882ab2c1d7fffff,21,10,Declining Hotspot,-11,-52.38,10.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4408096985575,-83.1610973329709,Garden Homes,Indiana St & Chippewa St
882ab2c0adfffff,15,9,Declining Hotspot,-6,-40.0,9.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4370310784254,-83.1416885783729,Sherwood Forest,Livernois Ave & Saint Martins Ave
882ab2c19dfffff,15,9,Declining Hotspot,-6,-40.0,9.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.43306189999275,-83.1697457526532,McDowell,Meyers Rd & W 7 Mile Rd
882ab2ce61fffff,18,9,Declining Hotspot,-9,-50.0,9.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039669003558,-83.1770453257813,Bethune Community,Schaefer Hwy & Keeler Ave
882ab2ce6dfffff,16,9,Declining Hotspot,-7,-43.75,9.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4118076305669,-83.1797983731317,Harmony Village,Schaefer Hwy & W McNichols Rd
882ab2ce4bfffff,15,6,Declining Hotspot,-9,-60.0,6.0,12,All,All,15,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4063612131365,-83.1344305332905,Pilgrim Village,Keeler Ave & Parkside St
882ab2cc93fffff,15,27,Emerging Hotspot,12,80.0,45.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.2666572840668,-83.1560066412194,Boynton,S Annabelle St & Omaha St
882ab2c0dbfffff,15,26,Emerging Hotspot,11,73.33,42.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331387024329,-83.0622209405383,Farwell,Ryan Rd & E 7 Mile Rd
882ab2cec9fffff,14,24,Emerging Hotspot,10,71.43,39.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3574279101944,-83.1105133991049,Petoskey-Otsego,W I 96 Service Drive & W Grand Blvd
882ab2c663fffff,15,24,Emerging Hotspot,9,60.0,37.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4203963608699,-82.9577493746717,Denby,Grayton St & Lansdowne St
882ab2c505fffff,7,19,Emerging Hotspot,12,171.43,37.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.379413120139304,-83.0847668736954,Piety Hill,Hazelwood St & 2nd Ave
882ab2c643fffff,12,22,Emerging Hotspot,10,83.33,37.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4217086952154,-82.92813607488735,Cornerstone Village,Chester St & University Pl
882ab2cebbfffff,17,25,Emerging Hotspot,8,47.06,37.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3128380399185,-83.12812257015175,Springwells,Carson St & Belle St
882ab2ce2bfffff,13,22,Emerging Hotspot,9,69.23,35.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3832082862042,-83.1757081426057,Grand River-I96,Grand River Ave & Lesure St
882ab2c199fffff,13,21,Emerging Hotspot,8,61.54,33.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.432272052104295,-83.160486007446,Bagley,Washburn St & W 7 Mile Rd
882ab2ca93fffff,15,22,Emerging Hotspot,7,46.67,32.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4294810884543,-83.2416290872179,Holcomb Community,W 7 Mile Rd & Patton St
882ab2c525fffff,14,21,Emerging Hotspot,7,50.0,31.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.377040420023,-83.1174128378397,Dexter-Linwood,Dexter Ave & Collingwood St
882ab2c1d3fffff,11,19,Emerging Hotspot,8,72.73,31.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.436933621782046,-83.1507772485498,Oak Grove District 2,Roselawn St & W Outer Dr
882ab2c52dfffff,13,20,Emerging Hotspot,7,53.85,30.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3817503022529,-83.1096324868484,Dexter-Linwood,Glynn Ct & Linwood St
882ab2c669fffff,13,20,Emerging Hotspot,7,53.85,30.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331934041443,-82.9549172238386,Mapleridge,Kelly Rd & Linnhurst St
882ab2c19bfffff,9,17,Emerging Hotspot,8,88.89,29.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242861135931,-83.15337759519235,Bagley,Thatcher St & Indiana St
882ab2c65dfffff,11,18,Emerging Hotspot,7,63.64,28.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.418867988292,-82.9151376719804,Cornerstone Village,Moross Rd & Chandler Park Dr
882ab2cf33fffff,12,18,Emerging Hotspot,6,50.0,27.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.37187235244575,-83.2412209572612,Franklin Park,Plymouth Rd & Fielding St
882ab2d5b3fffff,12,18,Emerging Hotspot,6,50.0,27.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4351378710972,-82.9776864504547,Franklin,Chalmers St & E 7 Mile Rd
882ab2ca97fffff,14,19,Emerging Hotspot,5,35.71,26.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4292679010273,-83.2534029514986,Evergreen Lahser 7/8,Lahser Rd & W 7 Mile Rd
882ab2ca9bfffff,9,16,Emerging Hotspot,7,77.78,26.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4321091650332,-83.234526339214,O'Hair Park,Cambridge Ave & Annchester Rd
882ab2c5a5fffff,11,17,Emerging Hotspot,6,54.55,26.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.322617530783006,-83.0892908956303,Hubbard Farms,Wolff St & Palms St
882ab2d5b1fffff,11,17,Emerging Hotspot,6,54.55,26.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.443187664534804,-82.9804529832112,Mohican Regent,Tacoma St & Hoyt St
882ab2cf45fffff,15,19,Emerging Hotspot,4,26.67,25.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.419387568202254,-83.2383766583946,Evergreen-Outer Drive,Santa Maria St & Heyden St
882ab2c761fffff,12,17,Emerging Hotspot,5,41.67,24.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4384549401626,-83.04371480168,Farwell,E Lantz St & Mound Rd
882ab2c629fffff,11,16,Emerging Hotspot,5,45.45,23.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4133086158442,-82.9669394617187,Outer Drive-Hayes,Promenade St & Philip St
882ab2c0d5fffff,13,17,Emerging Hotspot,4,30.77,23.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4353407920037,-83.08535721004054,Nolan,Riopelle St & Emery St
882ab2c651fffff,14,16,Emerging Hotspot,2,14.29,19.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4146481955432,-82.9127833510084,Cornerstone Village,Mack Ave & Calvin Ave
882ab2cf55fffff,14,16,Emerging Hotspot,2,14.29,19.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40116095310875,-83.21831518089455,Crary/St Marys,Grand River Ave & Ashton Rd
882ab2cab1fffff,15,16,Emerging Hotspot,1,6.67,17.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4290006373133,-83.2777700530693,Five Points,Woodbine St & W 7 Mile Rd
882ab2c0d7fffff,17,17,Emerging Hotspot,0,0.0,17.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c1b5fffff,17,17,Emerging Hotspot,0,0.0,17.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4230381823384,-83.20823202955845,College Park,Thatcher St & Ferguson St
882ab2ce63fffff,16,16,Emerging Hotspot,0,0.0,16.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3999591437535,-83.17074921794016,Bethune Community,Chalfonte St & Appoline St
882ab2ce67fffff,17,16,Emerging Hotspot,-1,-5.88,16.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3996165391759,-83.1843121901417,Bethune Community,Ardmore St & Lyndon St
882ab2ce8bfffff,16,16,Emerging Hotspot,0,0.0,16.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.331163128617,-83.1155268312082,Chadsey Condon,Military St & Buchanan St
882ab2cf6bfffff,16,16,Emerging Hotspot,0,0.0,16.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41156466965455,-83.244250479248,Holcomb Community,Grand River Ave & Patton St
882ab2c58dfffff,80,71,Persistent Hotspot,-9,-11.25,95.85,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2c60bfffff,20,37,Persistent Hotspot,17,85.0,75.45,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4071065301122,-82.9271565989737,Cornerstone Village,Guilford St & E Warren Ave
882ab2c5ebfffff,34,43,Persistent Hotspot,9,26.47,71.55,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3369889568907,-83.0517817737465,Downtown,Woodward Ave & E Adams Ave
882ab2c517fffff,52,49,Persistent Hotspot,-3,-5.77,66.15,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3547448078777,-83.0636943175046,Midtown,W Hancock St & Woodward Ave
882ab2c5c7fffff,50,47,Persistent Hotspot,-3,-6.0,63.45,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3340146833249,-83.0431303273926,Greektown,Beaubien St & E Lafayette St
882ab2c5e3fffff,46,46,Persistent Hotspot,0,0.0,62.1,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3323027840917,-83.057812497388,Downtown,Bagley St & 3rd St
882ab2cf5bfffff,18,28,Persistent Hotspot,10,55.56,52.8,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40150199439465,-83.1960751937683,Hubbell-Lyndon,Greenfield Rd & Chalfonte St
882ab2ce6bfffff,26,30,Persistent Hotspot,4,15.38,46.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4025284332423,-83.1651004313549,Bethune Community,Fenkell St & Wyoming St
882ab2cf61fffff,25,29,Persistent Hotspot,4,16.0,45.15,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4146741898092,-83.2568507845596,Oak Grove District 1,Chapel St & W McNichols Rd
882ab2c5e1fffff,27,30,Persistent Hotspot,3,11.11,45.0,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3394921948913,-83.0664991055863,Midtown,Grand River Ave & S M 10
882ab2c1b7fffff,24,28,Persistent Hotspot,4,16.67,43.8,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.415851144836296,-83.20139796128575,Crary/St Marys,Greenfield Rd & Verne St
882ab2cc43fffff,23,27,Persistent Hotspot,4,17.39,42.45,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3570481056041,-83.1935237234267,Fiskhorn,Prest St & Joy Rd
882ab2c5cbfffff,31,31,Persistent Hotspot,0,0.0,41.85,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3410176915525,-83.023266509099,Elmwood Park,E Jefferson Ave & Chene St
882ab2c53dfffff,24,27,Persistent Hotspot,3,12.5,40.95,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.364597989538,-83.0938448650044,LaSalle Gardens,W Grand Blvd & Hanover St
882ab2ce51fffff,41,30,Persistent Hotspot,-11,-26.83,40.5,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2c507fffff,44,29,Persistent Hotspot,-15,-34.09,39.15,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3697335528948,-83.08170174424,Virginia Park Community,W Grand Blvd & Lincoln St
882ab2ce41fffff,18,23,Persistent Hotspot,5,27.78,38.55,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4075473870695,-83.1461042788721,Fitzgerald/Marygrove,Monica St & Keeler Ave
882ab2c66bfffff,32,28,Persistent Hotspot,-4,-12.5,37.8,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42632688143855,-82.9499411616721,Moross-Morang,Lakepointe St & Morang Dr
882ab2cc41fffff,21,24,Persistent Hotspot,3,14.29,36.9,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3634942640829,-83.197222222757,Joy Community,Greenfield Rd & W Chicago St
882ab2c439fffff,34,27,Persistent Hotspot,-7,-20.59,36.45,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3519526429914,-82.9967383380492,West Village,E Jefferson Ave & Parker St
882ab2c5e9fffff,49,27,Persistent Hotspot,-22,-44.9,36.45,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.346487742123,-83.0580336249676,Midtown,Eliot St & Woodward Ave
882ab2c63dfffff,20,23,Persistent Hotspot,3,15.0,35.55,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3981866734714,-82.9558389011593,Chandler Park-Chalmers,Lakepointe St & E Warren Ave
882ab2c603fffff,26,25,Persistent Hotspot,-1,-3.85,33.75,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4029894505433,-82.9399556381637,Morningside,Audubon Rd & E Warren Ave
882ab2c647fffff,34,25,Persistent Hotspot,-9,-26.47,33.75,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4244778056882,-82.9407430774162,Moross-Morang,Casino St & Somerset Ave
882ab2ce6dfffff,37,25,Persistent Hotspot,-12,-32.43,33.75,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4118076305669,-83.1797983731317,Harmony Village,Schaefer Hwy & W McNichols Rd
882ab2c5edfffff,18,21,Persistent Hotspot,3,16.67,32.85,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3487242716004,-83.0687031319813,Midtown,W Alexandrine St & 2nd Ave
882ab2cf5dfffff,20,22,Persistent Hotspot,2,10.0,32.7,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4103285053167,-83.2108407677899,Crary/St Marys,Verne St & Biltmore St
882ab2c589fffff,32,24,Persistent Hotspot,-8,-25.0,32.4,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3313368677451,-83.0421009226148,Downtown,Randolph St & Cadillac Sq
882ab2c605fffff,24,24,Persistent Hotspot,0,0.0,32.4,ALL,All,All,18,16,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41182849365295,-82.9542600506487,Outer Drive-Hayes,Beaconsfield St & Courville St
