h3_cell,previous_28d,current_28d,hotspot_status,change_28d,pct_change_28d,hotspot_score,precinct_norm,selection_type,selection_name,previous_hotspot_threshold,current_hotspot_threshold,previous_28d_start,previous_28d_end,current_28d_start,current_28d_end,latitude,longitude,neighborhood,nearest_intersection
882ab2ce01fffff,3,1,Declining Hotspot,-2,-66.67,1.0,10,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3861909178708,-83.1560059011736,Davison-Schoolcraft,W Davison St & Kentucky St
882ab2ce51fffff,3,1,Declining Hotspot,-2,-66.67,1.0,10,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2cec1fffff,3,1,Declining Hotspot,-2,-66.67,1.0,10,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3538480096582,-83.1172949752182,Midwest,Moore Pl & Scotten St
882ab2ce0bfffff,4,0,Declining Hotspot,-4,-100.0,0.0,10,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3864830288736,-83.14163828555306,Oakman Blvd Community,Ewald Cir & W Davison St
882ab2c747fffff,0,4,New Hotspot,4,,10.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4340962002179,-83.0209419277825,Nortown,Van Dyke St & E 7 Mile Rd
882ab2c0d7fffff,0,3,New Hotspot,3,,7.5,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c0d5fffff,1,4,Emerging Hotspot,3,300.0,8.5,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4353407920037,-83.08535721004054,Nolan,Riopelle St & Emery St
882ab2c767fffff,2,4,Emerging Hotspot,2,100.0,7.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4298909698503,-83.0501692139325,Krainz Woods,Healy St & E Hildale St
882ab2c09dfffff,1,3,Emerging Hotspot,2,200.0,6.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42497943907955,-83.08911513022466,Hawthorne Park,N I 75 Service Drive & E Nevada St
882ab2c0d3fffff,3,2,Declining Hotspot,-1,-33.33,2.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4258382422936,-83.0685993556559,Northeast Central District,Conant St & E Nevada St
882ab2c745fffff,3,1,Declining Hotspot,-2,-66.67,1.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4436061204028,-83.0246669703729,Sherwood,Milbank St & Spencer St
882ab2c099fffff,3,0,Declining Hotspot,-3,-100.0,0.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4196989462974,-83.0771933098589,Cadillac Heights,Maine St & Jerome St
882ab2c723fffff,4,0,Declining Hotspot,-4,-100.0,0.0,11,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4093829073195,-83.04529007973085,Buffalo Charles,Alpena St & Alpena Ave
882ab2c19bfffff,0,3,New Hotspot,3,,7.5,12,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242861135931,-83.15337759519235,Bagley,Thatcher St & Indiana St
882ab2ce61fffff,4,2,Declining Hotspot,-2,-50.0,2.0,12,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039669003558,-83.1770453257813,Bethune Community,Schaefer Hwy & Keeler Ave
882ab2ce69fffff,4,1,Declining Hotspot,-3,-75.0,1.0,12,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41199469544685,-83.1698402050922,Fitzgerald/Marygrove,Florence St & Mendota St
882ab2ce45fffff,3,0,Declining Hotspot,-3,-100.0,0.0,12,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40973788804895,-83.1573322674889,Fitzgerald/Marygrove,Puritan St & Northlawn St
882ab2cc29fffff,0,5,New Hotspot,5,,12.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3468525586803,-83.2295763766551,Warrendale,W Warren Ave & Grandville Ave
882ab2cec9fffff,0,5,New Hotspot,5,,12.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3574279101944,-83.1105133991049,Petoskey-Otsego,W I 96 Service Drive & W Grand Blvd
882ab2cee1fffff,0,5,New Hotspot,5,,12.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3535457172177,-83.14652998379975,Midwest,Belton St & Roselawn St
882ab2c525fffff,0,4,New Hotspot,4,,10.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.377040420023,-83.1174128378397,Dexter-Linwood,Dexter Ave & Collingwood St
882ab2c663fffff,0,4,New Hotspot,4,,10.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4203963608699,-82.9577493746717,Denby,Grayton St & Lansdowne St
882ab2c669fffff,0,4,New Hotspot,4,,10.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4331934041443,-82.9549172238386,Mapleridge,Kelly Rd & Linnhurst St
882ab2ce8bfffff,0,4,New Hotspot,4,,10.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.331163128617,-83.1155268312082,Chadsey Condon,Military St & Buchanan St
882ab2c0d7fffff,0,3,New Hotspot,3,,7.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42827978006765,-83.0792650004535,Northeast Central District,E Grixdale St & Goddard St
882ab2c19bfffff,0,3,New Hotspot,3,,7.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4242861135931,-83.15337759519235,Bagley,Thatcher St & Indiana St
882ab2c511fffff,0,3,New Hotspot,3,,7.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3601854216103,-83.0590853182331,Medical Center,Brush St & E Warren Ave
882ab2c63bfffff,0,3,New Hotspot,3,,7.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.38827161690155,-82.9435361350442,Morningside,Lakepointe St & Mack Ave
882ab2ce55fffff,0,3,New Hotspot,3,,7.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3924332084077,-83.1397130917558,Oakman Blvd Community,Kendall St & Livernois Ave
882ab2cc2bfffff,2,5,Emerging Hotspot,3,150.0,9.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3396077393422,-83.22680751775106,Warrendale,Warwick St & Whitlock St
882ab2c0d5fffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4353407920037,-83.08535721004054,Nolan,Riopelle St & Emery St
882ab2c53dfffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.364597989538,-83.0938448650044,LaSalle Gardens,W Grand Blvd & Hanover St
882ab2c66bfffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42632688143855,-82.9499411616721,Moross-Morang,Lakepointe St & Morang Dr
882ab2c747fffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4340962002179,-83.0209419277825,Nortown,Van Dyke St & E 7 Mile Rd
882ab2ca9bfffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4321091650332,-83.234526339214,O'Hair Park,Cambridge Ave & Annchester Rd
882ab2d5b1fffff,1,4,Emerging Hotspot,3,300.0,8.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.443187664534804,-82.9804529832112,Mohican Regent,Tacoma St & Hoyt St
882ab2c767fffff,2,4,Emerging Hotspot,2,100.0,7.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4298909698503,-83.0501692139325,Krainz Woods,Healy St & E Hildale St
882ab2c09dfffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.42497943907955,-83.08911513022466,Hawthorne Park,N I 75 Service Drive & E Nevada St
882ab2c1a1fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4391166911026,-83.2147547019169,Greenfield,Pembroke Ave & Lindsay St
882ab2c1b5fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4230381823384,-83.20823202955845,College Park,Thatcher St & Ferguson St
882ab2c661fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4271921170409,-82.9627670159486,Mapleridge,Troester St & Queen St
882ab2cc93fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.2666572840668,-83.1560066412194,Boynton,S Annabelle St & Omaha St
882ab2ce5bfffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3886209069811,-83.1151922896919,Dexter-Linwood,Fullerton St & Linwood St
882ab2d591fffff,1,3,Emerging Hotspot,2,200.0,6.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4474714071389,-82.9512884625627,Regent Park,Fairmount Dr & Cordell St
882ab2ce6bfffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4025284332423,-83.1651004313549,Bethune Community,Fenkell St & Wyoming St
882ab2cf45fffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.419387568202254,-83.2383766583946,Evergreen-Outer Drive,Santa Maria St & Heyden St
882ab2d5b5fffff,2,3,Emerging Hotspot,1,50.0,4.5,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4456739782067,-82.9916402776304,Conner Creek,Fairport St & Bringard Dr
882ab2c643fffff,3,4,Persistent Hotspot,1,33.33,6.9,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4217086952154,-82.92813607488735,Cornerstone Village,Chester St & University Pl
882ab2cf5dfffff,3,4,Persistent Hotspot,1,33.33,6.9,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4103285053167,-83.2108407677899,Crary/St Marys,Verne St & Biltmore St
882ab2cab1fffff,4,4,Persistent Hotspot,0,0.0,5.4,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4290006373133,-83.2777700530693,Five Points,Woodbine St & W 7 Mile Rd
882ab2c5ebfffff,3,3,Persistent Hotspot,0,0.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3369889568907,-83.0517817737465,Downtown,Woodward Ave & E Adams Ave
882ab2c601fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4101998614238,-82.9421318183079,Morningside,Chandler Park Dr & Yorkshire Rd
882ab2c605fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41182849365295,-82.9542600506487,Outer Drive-Hayes,Beaconsfield St & Courville St
882ab2c647fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4244778056882,-82.9407430774162,Moross-Morang,Casino St & Somerset Ave
882ab2cc49fffff,3,3,Persistent Hotspot,0,0.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3704358941496,-83.1899171234106,Plymouth-Hubbell,Plymouth Rd & Strathmoor St
882ab2cc69fffff,3,3,Persistent Hotspot,0,0.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3673550176978,-83.22027784620084,Franklin Park,Weaver St & Rosemont Ave
882ab2ce11fffff,4,3,Persistent Hotspot,-1,-25.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3701028259959,-83.1375400682051,Nardin Park,Belleterre St & Burlingame St
882ab2ce2dfffff,5,3,Persistent Hotspot,-2,-40.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3943851869428,-83.1906048808923,Hubbell-Lyndon,Whitcomb St & Lyndon St
882ab2ce65fffff,5,3,Persistent Hotspot,-2,-40.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4071639391402,-83.1877625171532,Bethune Community,Puritan St & Hubbell St
882ab2cf5bfffff,3,3,Persistent Hotspot,0,0.0,4.05,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.40150199439465,-83.1960751937683,Hubbell-Lyndon,Greenfield Rd & Chalfonte St
882ab2c0d3fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4258382422936,-83.0685993556559,Northeast Central District,Conant St & E Nevada St
882ab2c1b7fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.415851144836296,-83.20139796128575,Crary/St Marys,Greenfield Rd & Verne St
882ab2c443fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.377743211354,-82.9799510638653,West End,Fairview St & Goethe Ave
882ab2c513fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3499880586953,-83.0523699915006,Medical Center,Beaubien St & Mack Ave
882ab2c58dfffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3325162414365,-83.0493954373665,Downtown,John R St & Woodward Ave
882ab2c609fffff,5,2,Declining Hotspot,-3,-60.0,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4171371230563,-82.9366282920503,Yorkshire Woods,Harper Ave & Cadieux Rd
882ab2c743fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4324965915188,-83.00944593149815,Mount Olivet,Beland St & Eastwood St
882ab2c759fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.429528610671994,-82.98540618260719,Franklin,Pelkey St & Greiner St
882ab2c75dfffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4328403240906,-82.9958941815154,Von Steuben,Barlow St & E 7 Mile Rd
882ab2cc05fffff,5,2,Declining Hotspot,-3,-60.0,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3434016908208,-83.2207891741072,Warrendale,Sawyer St & Greenview Ave
882ab2cc45fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.365285439154,-83.2095166589743,Joy Community,Orangelawn St & Rutland St
882ab2cc63fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3540669512469,-83.2234171641304,Warrendale,Joy Rd & Greenview Ave
882ab2ce01fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3861909178708,-83.1560059011736,Davison-Schoolcraft,W Davison St & Kentucky St
882ab2ce03fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.379105225082654,-83.15271318325955,Littlefield Community,Cherrylawn St & W Buena Vista St
882ab2ce39fffff,3,2,Declining Hotspot,-1,-33.33,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3735129829966,-83.1585663314181,Barton-McFarland,Plymouth Rd & Wyoming St
882ab2ce61fffff,4,2,Declining Hotspot,-2,-50.0,2.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4039669003558,-83.1770453257813,Bethune Community,Schaefer Hwy & Keeler Ave
882ab21b6dfffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3051494751125,-83.1234476758195,Springwells,Springwells St & Homer St
882ab2c1a3fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4302920458498,-83.2117228159554,Greenfield,Oakfield St & W 7 Mile Rd
882ab2c1bdfffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.430408907993,-83.1997223474086,San Bernardo,Prest St & W 7 Mile Rd
882ab2c447fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3818670823092,-82.9909691789616,East Canfield,E Forest Ave & Saint Clair St
882ab2c567fffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.38823565823665,-83.10464187753101,Dexter-Linwood,Woodrow Wilson St & Elmhurst St
882ab2c5c9fffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3502542019417,-83.0302985615252,Elmwood Park,Prince Hall Dr & Chene St
882ab2c5cbfffff,5,1,Declining Hotspot,-4,-80.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3410176915525,-83.023266509099,Elmwood Park,E Jefferson Ave & Chene St
882ab2c5e9fffff,5,1,Declining Hotspot,-4,-80.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.346487742123,-83.0580336249676,Midtown,Eliot St & Woodward Ave
882ab2c603fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4029894505433,-82.9399556381637,Morningside,Audubon Rd & E Warren Ave
882ab2c60dfffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4197410360825,-82.9462573545625,Yorkshire Woods,Nottingham Rd & Britain St
882ab2c639fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.396523205589645,-82.94466548995295,Morningside,E Warren Ave & Berkshire St
882ab2c745fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4436061204028,-83.0246669703729,Sherwood,Milbank St & Spencer St
882ab2cc47fffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3590625176971,-83.20396735527581,Joy Community,Mansfield St & Kramer St
882ab2cc65fffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.36292124299095,-83.238484125039,Franklin Park,W Chicago St & Heyden St
882ab2cc6bfffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3578434353762,-83.2168902458939,Franklin Park,Joy Rd & S M 39 Service Drive
882ab2cd5bfffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3555181567115,-83.2443358607145,Warrendale,Dover St & Braile St
882ab2ce41fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4075473870695,-83.1461042788721,Fitzgerald/Marygrove,Monica St & Keeler Ave
882ab2ce51fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3909329578329,-83.1254968552373,Dexter-Linwood,Dexter Ave & Waverly
882ab2ce69fffff,4,1,Declining Hotspot,-3,-75.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41199469544685,-83.1698402050922,Fitzgerald/Marygrove,Florence St & Mendota St
882ab2cec1fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.3538480096582,-83.1172949752182,Midwest,Moore Pl & Scotten St
882ab2cf4bfffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4155656036928,-83.2145581138045,College Park,N M 39 & W McNichols Rd
882ab2cf53fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.393900927103,-83.2015047170285,Greenfield-Grand River,Acacia St & Forrer St
882ab2cf59fffff,3,1,Declining Hotspot,-2,-66.67,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4070895343585,-83.1977446692344,Belmont,Greenfield Rd & Puritan St
882ab2d5b7fffff,5,1,Declining Hotspot,-4,-80.0,1.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4383595504994,-82.9889717563696,Pulaski,E 7 Mile Rd & Schoenherr St
882ab21b61fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.2932929282202,-83.11779525466275,Delray,S Yale St & Vanderbilt St
882ab2c099fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4196989462974,-83.0771933098589,Cadillac Heights,Maine St & Jerome St
882ab2c1a7fffff,4,0,Declining Hotspot,-4,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4335387451581,-83.2204958980592,O'Hair Park,Fenmore St & W 7 Mile Rd
882ab2c667fffff,3,0,Declining Hotspot,-3,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4207321984601,-82.97000355231705,Mapleridge,Jane St & Chalmers St
882ab2c723fffff,4,0,Declining Hotspot,-4,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.4093829073195,-83.04529007973085,Buffalo Charles,Alpena St & Alpena Ave
882ab2c753fffff,5,0,Declining Hotspot,-5,-100.0,0.0,ALL,Crime Type,AGGRAVATED ASSAULT,3,3,2025-11-07,2025-12-04,2025-12-05,2026-01-01,42.41714879836,-82.98842155801265,Eden Gardens,Annsbury Ave & Wilfred St
