period,precinct_norm,selection_type,selection_name,total_incidents,peak_day,peak_day_count,peak_hour,peak_hour_count,peak_shift,peak_shift_count,peak_time_block,peak_time_block_count,period_start,period_end,neighborhood_scope
YTD,06,Crime Type,KIDNAPPING,1,Sunday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,LARCENY,3,Wednesday,2,13,2,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,OBSTRUCTING THE POLICE,2,Saturday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,ROBBERY,1,Tuesday,1,20,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,STOLEN PROPERTY,2,Monday,1,0,2,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,STOLEN VEHICLE,5,Saturday,2,23,1,Evening Shift (14:00-21:59),3,18:00-23:59,3,2026-01-01,2026-08-24,Rouge Park
YTD,06,Crime Type,WEAPONS OFFENSES,7,Friday,3,18,2,Night Shift (22:00-05:59),3,18:00-23:59,4,2026-01-01,2026-08-24,Rouge Park
YTD,06,Category Focus,Gun-Related,7,Friday,3,18,2,Night Shift (22:00-05:59),3,18:00-23:59,4,2026-01-01,2026-08-24,Rouge Park
YTD,06,Category Focus,Property Crime,20,Thursday,5,13,5,Evening Shift (14:00-21:59),8,12:00-17:59,11,2026-01-01,2026-08-24,Rouge Park
YTD,06,Category Focus,Larceny,3,Wednesday,2,13,2,Day Shift (06:00-13:59),2,12:00-17:59,2,2026-01-01,2026-08-24,Rouge Park
Recent 14D,ALL,All,All,4,Sunday,2,5,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-11,2026-08-24,Rouge Park
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,1,Monday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,ALL,Crime Type,ASSAULT,1,Sunday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,ALL,Crime Type,BURGLARY,1,Wednesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,ALL,Crime Type,KIDNAPPING,1,Sunday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,ALL,Category Focus,Property Crime,1,Wednesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,All,All,4,Sunday,2,5,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,Crime Type,AGGRAVATED ASSAULT,1,Monday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,Crime Type,ASSAULT,1,Sunday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,Crime Type,BURGLARY,1,Wednesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,Crime Type,KIDNAPPING,1,Sunday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-11,2026-08-24,Rouge Park
Recent 14D,06,Category Focus,Property Crime,1,Wednesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-11,2026-08-24,Rouge Park
YTD,ALL,All,All,42,Sunday,23,22,7,Night Shift (22:00-05:59),19,18:00-23:59,20,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,2,Tuesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,ARSON,1,Thursday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,ASSAULT,2,Sunday,2,21,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,BURGLARY,1,Wednesday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,11,Sunday,6,23,2,Night Shift (22:00-05:59),4,18:00-23:59,7,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,FRAUD,4,Thursday,2,16,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,LARCENY,16,Sunday,12,22,4,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,1,Sunday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,OUIL,2,Friday,2,17,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,SEX OFFENSES,1,Tuesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Crime Type,STOLEN VEHICLE,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Category Focus,Property Crime,29,Sunday,18,22,6,Night Shift (22:00-05:59),17,18:00-23:59,15,2026-01-01,2026-09-12,Russell Industrial
YTD,ALL,Category Focus,Larceny,16,Sunday,12,22,4,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-12,Russell Industrial
YTD,03,All,All,41,Sunday,23,22,7,Night Shift (22:00-05:59),19,18:00-23:59,20,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,AGGRAVATED ASSAULT,2,Tuesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,ARSON,1,Thursday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,ASSAULT,2,Sunday,2,21,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,BURGLARY,1,Wednesday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,DAMAGE TO PROPERTY,10,Sunday,6,23,2,Night Shift (22:00-05:59),4,18:00-23:59,7,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,FRAUD,4,Thursday,2,16,1,Evening Shift (14:00-21:59),3,12:00-17:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,LARCENY,16,Sunday,12,22,4,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,OBSTRUCTING THE POLICE,1,Sunday,1,21,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,OUIL,2,Friday,2,17,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,SEX OFFENSES,1,Tuesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Crime Type,STOLEN VEHICLE,1,Monday,1,1,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Category Focus,Property Crime,28,Sunday,18,22,6,Night Shift (22:00-05:59),17,18:00-23:59,15,2026-01-01,2026-09-12,Russell Industrial
YTD,03,Category Focus,Larceny,16,Sunday,12,22,4,Night Shift (22:00-05:59),11,18:00-23:59,8,2026-01-01,2026-09-12,Russell Industrial
YTD,07,All,All,1,Monday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,07,Crime Type,DAMAGE TO PROPERTY,1,Monday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-01-01,2026-09-12,Russell Industrial
YTD,07,Category Focus,Property Crime,1,Monday,1,13,1,Day Shift (06:00-13:59),1,12:00-17:59,1,2026-01-01,2026-09-12,Russell Industrial
Recent 14D,ALL,All,All,2,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,1,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,ALL,Crime Type,FRAUD,1,Thursday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,ALL,Category Focus,Property Crime,1,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,03,All,All,2,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,03,Crime Type,DAMAGE TO PROPERTY,1,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,03,Crime Type,FRAUD,1,Thursday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-30,2026-09-12,Russell Industrial
Recent 14D,03,Category Focus,Property Crime,1,Saturday,1,23,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-30,2026-09-12,Russell Industrial
YTD,ALL,All,All,235,Tuesday,43,0,19,Evening Shift (14:00-21:59),85,18:00-23:59,75,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,27,Thursday,9,13,3,Day Shift (06:00-13:59),11,12:00-17:59,8,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,ARSON,3,Tuesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,ASSAULT,53,Saturday,11,17,6,Evening Shift (14:00-21:59),24,18:00-23:59,18,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,BURGLARY,11,Friday,3,20,2,Night Shift (22:00-05:59),5,00:00-05:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,29,Saturday,5,20,5,Evening Shift (14:00-21:59),11,18:00-23:59,13,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,DISORDERLY CONDUCT,2,Sunday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,FORGERY,1,Friday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,FRAUD,16,Thursday,5,17,2,Day Shift (06:00-13:59),7,12:00-17:59,8,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,INVASION OF PRIVACY -OTHER,5,Monday,3,20,1,Evening Shift (14:00-21:59),4,18:00-23:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,KIDNAPPING,4,Monday,2,9,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,LARCENY,33,Tuesday,9,9,4,Night Shift (22:00-05:59),15,00:00-05:59,10,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,MISCELLANEOUS,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,OBSTRUCTING JUDICIARY,3,Saturday,1,17,2,Evening Shift (14:00-21:59),2,12:00-17:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,OBSTRUCTING THE POLICE,10,Tuesday,3,7,2,Evening Shift (14:00-21:59),6,12:00-17:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,OUIL,4,Wednesday,2,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,ROBBERY,3,Wednesday,1,21,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,RUNAWAY,3,Monday,1,12,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,SEXUAL ASSAULT,1,Wednesday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,STOLEN PROPERTY,5,Tuesday,3,12,3,Day Shift (06:00-13:59),4,12:00-17:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,STOLEN VEHICLE,13,Thursday,4,22,3,Night Shift (22:00-05:59),5,18:00-23:59,7,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Crime Type,WEAPONS OFFENSES,8,Wednesday,3,0,3,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Category Focus,Gun-Related,8,Wednesday,3,0,3,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Category Focus,Property Crime,91,Tuesday,16,20,9,Night Shift (22:00-05:59),34,18:00-23:59,32,2026-01-01,2026-09-08,Russell Woods
YTD,ALL,Category Focus,Larceny,33,Tuesday,9,9,4,Night Shift (22:00-05:59),15,00:00-05:59,10,2026-01-01,2026-09-08,Russell Woods
YTD,10,All,All,235,Tuesday,43,0,19,Evening Shift (14:00-21:59),85,18:00-23:59,75,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,AGGRAVATED ASSAULT,27,Thursday,9,13,3,Day Shift (06:00-13:59),11,12:00-17:59,8,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,ARSON,3,Tuesday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,ASSAULT,53,Saturday,11,17,6,Evening Shift (14:00-21:59),24,18:00-23:59,18,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,BURGLARY,11,Friday,3,20,2,Night Shift (22:00-05:59),5,00:00-05:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,DAMAGE TO PROPERTY,29,Saturday,5,20,5,Evening Shift (14:00-21:59),11,18:00-23:59,13,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,DISORDERLY CONDUCT,2,Sunday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,FORGERY,1,Friday,1,19,1,Evening Shift (14:00-21:59),1,18:00-23:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,FRAUD,16,Thursday,5,17,2,Day Shift (06:00-13:59),7,12:00-17:59,8,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,INVASION OF PRIVACY -OTHER,5,Monday,3,20,1,Evening Shift (14:00-21:59),4,18:00-23:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,KIDNAPPING,4,Monday,2,9,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,LARCENY,33,Tuesday,9,9,4,Night Shift (22:00-05:59),15,00:00-05:59,10,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,MISCELLANEOUS,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,OBSTRUCTING JUDICIARY,3,Saturday,1,17,2,Evening Shift (14:00-21:59),2,12:00-17:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,OBSTRUCTING THE POLICE,10,Tuesday,3,7,2,Evening Shift (14:00-21:59),6,12:00-17:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,OUIL,4,Wednesday,2,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,ROBBERY,3,Wednesday,1,21,1,Night Shift (22:00-05:59),2,18:00-23:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,RUNAWAY,3,Monday,1,12,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,SEXUAL ASSAULT,1,Wednesday,1,3,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,STOLEN PROPERTY,5,Tuesday,3,12,3,Day Shift (06:00-13:59),4,12:00-17:59,4,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,STOLEN VEHICLE,13,Thursday,4,22,3,Night Shift (22:00-05:59),5,18:00-23:59,7,2026-01-01,2026-09-08,Russell Woods
YTD,10,Crime Type,WEAPONS OFFENSES,8,Wednesday,3,0,3,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,10,Category Focus,Gun-Related,8,Wednesday,3,0,3,Night Shift (22:00-05:59),5,00:00-05:59,3,2026-01-01,2026-09-08,Russell Woods
YTD,10,Category Focus,Property Crime,91,Tuesday,16,20,9,Night Shift (22:00-05:59),34,18:00-23:59,32,2026-01-01,2026-09-08,Russell Woods
YTD,10,Category Focus,Larceny,33,Tuesday,9,9,4,Night Shift (22:00-05:59),15,00:00-05:59,10,2026-01-01,2026-09-08,Russell Woods
Recent 14D,ALL,All,All,23,Tuesday,6,7,5,Day Shift (06:00-13:59),9,12:00-17:59,10,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,AGGRAVATED ASSAULT,4,Thursday,2,13,2,Day Shift (06:00-13:59),2,12:00-17:59,3,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,ASSAULT,2,Saturday,2,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,BURGLARY,1,Sunday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,DAMAGE TO PROPERTY,5,Tuesday,2,16,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,FRAUD,1,Wednesday,1,7,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,LARCENY,3,Saturday,2,7,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,OBSTRUCTING THE POLICE,2,Tuesday,1,7,2,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,OUIL,2,Wednesday,2,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,STOLEN PROPERTY,1,Tuesday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,STOLEN VEHICLE,1,Thursday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Crime Type,WEAPONS OFFENSES,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Category Focus,Gun-Related,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Category Focus,Property Crime,11,Tuesday,4,16,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-08-26,2026-09-08,Russell Woods
Recent 14D,ALL,Category Focus,Larceny,3,Saturday,2,7,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,All,All,23,Tuesday,6,7,5,Day Shift (06:00-13:59),9,12:00-17:59,10,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,AGGRAVATED ASSAULT,4,Thursday,2,13,2,Day Shift (06:00-13:59),2,12:00-17:59,3,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,ASSAULT,2,Saturday,2,2,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,BURGLARY,1,Sunday,1,15,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,DAMAGE TO PROPERTY,5,Tuesday,2,16,1,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,FRAUD,1,Wednesday,1,7,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,LARCENY,3,Saturday,2,7,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,OBSTRUCTING THE POLICE,2,Tuesday,1,7,2,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,OUIL,2,Wednesday,2,14,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,STOLEN PROPERTY,1,Tuesday,1,16,1,Evening Shift (14:00-21:59),1,12:00-17:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,STOLEN VEHICLE,1,Thursday,1,22,1,Night Shift (22:00-05:59),1,18:00-23:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Crime Type,WEAPONS OFFENSES,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Category Focus,Gun-Related,1,Thursday,1,0,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Category Focus,Property Crime,11,Tuesday,4,16,2,Evening Shift (14:00-21:59),4,12:00-17:59,4,2026-08-26,2026-09-08,Russell Woods
Recent 14D,10,Category Focus,Larceny,3,Saturday,2,7,1,Day Shift (06:00-13:59),2,06:00-11:59,2,2026-08-26,2026-09-08,Russell Woods
YTD,ALL,All,All,94,Saturday,18,12,11,Evening Shift (14:00-21:59),34,12:00-17:59,30,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,AGGRAVATED ASSAULT,8,Saturday,3,2,2,Night Shift (22:00-05:59),3,12:00-17:59,5,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,ASSAULT,18,Monday,5,23,3,Evening Shift (14:00-21:59),8,18:00-23:59,9,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,BURGLARY,7,Tuesday,3,17,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,DAMAGE TO PROPERTY,16,Friday,6,12,2,Night Shift (22:00-05:59),6,18:00-23:59,6,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,FRAUD,7,Monday,3,12,2,Day Shift (06:00-13:59),3,18:00-23:59,3,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,INVASION OF PRIVACY -OTHER,2,Wednesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,LARCENY,18,Sunday,4,22,2,Night Shift (22:00-05:59),8,18:00-23:59,7,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,OBSTRUCTING JUDICIARY,1,Saturday,1,10,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,OUIL,2,Wednesday,2,20,2,Evening Shift (14:00-21:59),2,18:00-23:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,ROBBERY,2,Saturday,1,5,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,SEXUAL ASSAULT,2,Monday,1,4,1,Night Shift (22:00-05:59),1,00:00-05:59,1,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,STOLEN PROPERTY,4,Monday,2,13,1,Day Shift (06:00-13:59),2,12:00-17:59,3,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,STOLEN VEHICLE,5,Sunday,2,2,1,Night Shift (22:00-05:59),2,00:00-05:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Crime Type,WEAPONS OFFENSES,2,Friday,1,16,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Category Focus,Gun-Related,2,Friday,1,16,2,Evening Shift (14:00-21:59),2,12:00-17:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Category Focus,Property Crime,50,Friday,10,12,6,Night Shift (22:00-05:59),18,12:00-17:59,15,2026-01-01,2026-09-08,San Bernardo
YTD,ALL,Category Focus,Larceny,18,Sunday,4,22,2,Night Shift (22:00-05:59),8,18:00-23:59,7,2026-01-01,2026-09-08,San Bernardo
YTD,12,All,All,94,Saturday,18,12,11,Evening Shift (14:00-21:59),34,12:00-17:59,30,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,AGGRAVATED ASSAULT,8,Saturday,3,2,2,Night Shift (22:00-05:59),3,12:00-17:59,5,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,ASSAULT,18,Monday,5,23,3,Evening Shift (14:00-21:59),8,18:00-23:59,9,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,BURGLARY,7,Tuesday,3,17,1,Day Shift (06:00-13:59),3,12:00-17:59,2,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,DAMAGE TO PROPERTY,16,Friday,6,12,2,Night Shift (22:00-05:59),6,18:00-23:59,6,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,FRAUD,7,Monday,3,12,2,Day Shift (06:00-13:59),3,18:00-23:59,3,2026-01-01,2026-09-08,San Bernardo
YTD,12,Crime Type,INVASION OF PRIVACY -OTHER,2,Wednesday,1,8,1,Day Shift (06:00-13:59),1,06:00-11:59,1,2026-01-01,2026-09-08,San Bernardo
